"","func","x","type","funcid"
"1618",1.08962303752834,2,"spectral",17
"1619",1.47451935185963,3,"spectral",17
"1620",1.51011250104945,4,"spectral",17
"1621",2.11595164133994,5,"spectral",17
"1622",2.08439677608933,6,"spectral",17
"1623",2.8288976576274,7,"spectral",17
"1624",3.39215850894131,8,"spectral",17
"1625",3.71081353370834,9,"spectral",17
"1626",4.60171270254387,10,"spectral",17
"1627",5.08802787339434,11,"spectral",17
"1628",5.48014440433213,12,"spectral",17
"1629",5.87452774746033,13,"spectral",17
"1630",6.22987154730921,14,"spectral",17
"1631",6.29451767273948,15,"spectral",17
"1632",6.59466039795147,16,"spectral",17
"1633",6.31718579464361,17,"spectral",17
"1634",6.43472420451683,18,"spectral",17
"1635",5.9544118881706,19,"spectral",17
"1636",5.61716060784149,20,"spectral",17
"1637",4.91684157501469,21,"spectral",17
"1638",4.90084795567123,22,"spectral",17
"1639",4.25862647972462,23,"spectral",17
"1640",4.0672487616489,24,"spectral",17
"1641",3.86760137687852,25,"spectral",17
"1642",3.17756695491562,26,"spectral",17
"1643",3.09398874989505,27,"spectral",17
"1644",3.14142389387961,28,"spectral",17
"1645",2.97099319956343,29,"spectral",17
"1646",3.14297708001007,30,"spectral",17
"1647",3.41784904709932,31,"spectral",17
"1648",3.68688607169843,32,"spectral",17
"1649",3.92998069011838,33,"spectral",17
"1650",4.65674586516665,34,"spectral",17
"1651",5.07153051800856,35,"spectral",17
"1652",5.49861472588364,36,"spectral",17
"1653",5.52724372428847,37,"spectral",17
"1654",5.98056418436739,38,"spectral",17
"1655",6.04768701200571,39,"spectral",17
"1656",6.49013516917135,40,"spectral",17
"1657",6.37763411972127,41,"spectral",17
"1658",6.30543195365628,42,"spectral",17
"1659",6.20552430526404,43,"spectral",17
"1660",5.90349256989338,44,"spectral",17
"1661",5.77747460330787,45,"spectral",17
"1662",5.33158424985308,46,"spectral",17
"1663",5.04441272773067,47,"spectral",17
"1664",4.31672403660482,48,"spectral",17
"1665",3.71417177399043,49,"spectral",17
"1666",3.16438586180841,50,"spectral",17
"1667",2.8252035933171,51,"spectral",17
"1668",2.31936865082697,52,"spectral",17
"1669",1.80650659054655,53,"spectral",17
"1670",1.72182016623289,54,"spectral",17
"1671",1.51706825623373,55,"spectral",17
"1672",1.2722273528671,56,"spectral",17
"1673",1.2542607673579,57,"spectral",17
"1674",1.66206447821342,58,"spectral",17
"1675",1.52995550331626,59,"spectral",17
"1676",1.77893963563093,60,"spectral",17
"1677",1.91397867517421,61,"spectral",17
"1678",2.34699017714718,62,"spectral",17
"1679",2.52069515573839,63,"spectral",17
"1680",3.15019729661657,64,"spectral",17
"1681",2.90311476786164,65,"spectral",17
"1682",3.32155150701033,66,"spectral",17
"1683",3.53366635882797,67,"spectral",17
"1684",3.36084291831081,68,"spectral",17
"1685",3.21534715808916,69,"spectral",17
"1686",3.39832927545966,70,"spectral",17
"1687",3.35269918562673,71,"spectral",17
"1688",2.97938880026866,72,"spectral",17
"1689",3.2396524221308,73,"spectral",17
"1690",3.19544958441776,74,"spectral",17
"1691",2.79195701452439,75,"spectral",17
"1692",3.26097724792209,76,"spectral",17
"1693",3.60120896650155,77,"spectral",17
"1694",3.81622030056251,78,"spectral",17
"1695",4.5629250272857,79,"spectral",17
"1696",5.19574343044245,80,"spectral",17
"1697",6.01183779699438,81,"spectral",17
"1698",6.77054823272605,82,"spectral",17
"1699",7.55343799848879,83,"spectral",17
"1700",8.13819158760809,84,"spectral",17
"1701",8.60582654688943,85,"spectral",17
"1702",9,86,"spectral",17
"1703",8.96557803710856,87,"spectral",17
"1704",8.99076483922425,88,"spectral",17
"1705",8.88707917051465,89,"spectral",17
"1706",8.36445302661405,90,"spectral",17
"1707",7.79481151876417,91,"spectral",17
"1708",6.97540088993367,92,"spectral",17
"1709",6.20426496515826,93,"spectral",17
"1710",5.53156745865167,94,"spectral",17
"1711",4.91881454118042,95,"spectral",17
"1712",4.48295693056838,96,"spectral",17
"1713",3.80018470321551,97,"spectral",17
"1714",3.84627655108723,98,"spectral",17
"1715",3.63122323902275,99,"spectral",17
"1716",3.94584837545126,100,"spectral",17
"1717",4.04563008983293,101,"spectral",17
"1718",5.57477425252503,1,"spectral",18
"1719",5.81801520590399,2,"spectral",18
"1720",5.84482397270964,3,"spectral",18
"1721",5.76298856212793,4,"spectral",18
"1722",5.70138012530378,5,"spectral",18
"1723",5.3603255222849,6,"spectral",18
"1724",5.21896323381864,7,"spectral",18
"1725",5.00174801007781,8,"spectral",18
"1726",4.7296470535774,9,"spectral",18
"1727",4.71066865844686,10,"spectral",18
"1728",4.67763483534369,11,"spectral",18
"1729",4.84009275155515,12,"spectral",18
"1730",5.15601881786359,13,"spectral",18
"1731",5.3853648748077,14,"spectral",18
"1732",5.76676997168402,15,"spectral",18
"1733",6.10716817908185,16,"spectral",18
"1734",5.98280974783171,17,"spectral",18
"1735",5.72399723529018,18,"spectral",18
"1736",5.23220530199996,19,"spectral",18
"1737",4.49830327083008,20,"spectral",18
"1738",3.48342288912176,21,"spectral",18
"1739",2.5605449153865,22,"spectral",18
"1740",1.83048315533656,23,"spectral",18
"1741",1.11825823281532,24,"spectral",18
"1742",1,25,"spectral",18
"1743",1.17801163853649,26,"spectral",18
"1744",1.86936746114914,27,"spectral",18
"1745",2.79866669639473,28,"spectral",18
"1746",3.62873960446813,29,"spectral",18
"1747",4.55010144701344,30,"spectral",18
"1748",5.04860538226572,31,"spectral",18
"1749",5.23286704867227,32,"spectral",18
"1750",5.03886646897505,33,"spectral",18
"1751",4.59378386212125,34,"spectral",18
"1752",4.30191968963903,35,"spectral",18
"1753",3.97666495730307,36,"spectral",18
"1754",3.91184588972375,37,"spectral",18
"1755",4.27088359233908,38,"spectral",18
"1756",4.71106106887249,39,"spectral",18
"1757",5.30094133910058,40,"spectral",18
"1758",5.89152081335979,41,"spectral",18
"1759",6.52929477603621,42,"spectral",18
"1760",6.49984615727631,43,"spectral",18
"1761",6.37896590934427,44,"spectral",18
"1762",5.95478807607411,45,"spectral",18
"1763",5.51206885019286,46,"spectral",18
"1764",4.91283137499721,47,"spectral",18
"1765",4.6691266638425,48,"spectral",18
"1766",4.50506343225346,49,"spectral",18
"1767",4.46015027535618,50,"spectral",18
"1768",4.41873313861452,51,"spectral",18
"1769",4.46598292122807,52,"spectral",18
"1770",4.14540144032463,53,"spectral",18
"1771",3.74922744197454,54,"spectral",18
"1772",3.25635994738133,55,"spectral",18
"1773",2.83505384495329,56,"spectral",18
"1774",2.33651423602595,57,"spectral",18
"1775",2.08091235423959,58,"spectral",18
"1776",2.00189516398742,59,"spectral",18
"1777",1.98405832645872,60,"spectral",18
"1778",2.29067356357718,61,"spectral",18
"1779",2.93333481973646,62,"spectral",18
"1780",3.58304162671958,63,"spectral",18
"1781",4.10576798733585,64,"spectral",18
"1782",4.85512920559185,65,"spectral",18
"1783",5.49973824440927,66,"spectral",18
"1784",6.08521103208401,67,"spectral",18
"1785",6.59145615482375,68,"spectral",18
"1786",7.12945084836459,69,"spectral",18
"1787",7.45194087088359,70,"spectral",18
"1788",7.91445006800294,71,"spectral",18
"1789",8.17718668480078,72,"spectral",18
"1790",8.5119841252146,73,"spectral",18
"1791",8.54801453702258,74,"spectral",18
"1792",8.74689527546766,75,"spectral",18
"1793",8.7600945352389,76,"spectral",18
"1794",8.5505116942766,77,"spectral",18
"1795",8.37160821386368,78,"spectral",18
"1796",8.37499721299414,79,"spectral",18
"1797",8.25745245367996,80,"spectral",18
"1798",8.15810126864507,81,"spectral",18
"1799",8.04269692983434,82,"spectral",18
"1800",7.92087132951328,83,"spectral",18
"1801",7.95583153106954,84,"spectral",18
"1802",7.88234376045127,85,"spectral",18
"1803",7.91623375175581,86,"spectral",18
"1804",7.88858665358632,87,"spectral",18
"1805",7.99542931038327,88,"spectral",18
"1806",8.25049608704377,89,"spectral",18
"1807",8.59795768210296,90,"spectral",18
"1808",8.78149874027335,91,"spectral",18
"1809",9,92,"spectral",18
"1810",8.95683485318053,93,"spectral",18
"1811",8.6650241912109,94,"spectral",18
"1812",8.27778644846269,95,"spectral",18
"1813",7.71628280305902,96,"spectral",18
"1814",7.00826737419455,97,"spectral",18
"1815",6.32615103342177,98,"spectral",18
"1816",5.68513076631513,99,"spectral",18
"1817",5.06237542083789,100,"spectral",18
"1818",4.9294731444115,101,"spectral",18
"1819",8.40612913991794,1,"spectral",19
"1820",8.78977953157822,2,"spectral",19
"1821",9,3,"spectral",19
"1822",8.75746510395194,4,"spectral",19
"1823",8.95700571293951,5,"spectral",19
"1824",8.86944657125469,6,"spectral",19
"1825",8.94554056972338,7,"spectral",19
"1826",8.37283310756425,8,"spectral",19
"1827",7.80335355439072,9,"spectral",19
"1828",7.50400691049728,10,"spectral",19
"1829",7.30233425604178,11,"spectral",19
"1830",6.77313151540138,12,"spectral",19
"1831",6.36721832852347,13,"spectral",19
"1832",5.94493197479239,14,"spectral",19
"1833",5.85391758446709,15,"spectral",19
"1834",5.6159765985433,16,"spectral",19
"1835",5.31835404519308,17,"spectral",19
"1836",4.68192080413059,18,"spectral",19
"1837",4.30612325028957,19,"spectral",19
"1838",3.89883581679329,20,"spectral",19
"1839",3.17602135971887,21,"spectral",19
"1840",2.70053202976226,22,"spectral",19
"1841",2.16300528103343,23,"spectral",19
"1842",1.68437481594911,24,"spectral",19
"1843",1.25875100614485,25,"spectral",19
"1844",1.1778667766064,26,"spectral",19
"1845",1,27,"spectral",19
"1846",1.32000314113513,28,"spectral",19
"1847",1.52182107309029,29,"spectral",19
"1848",2.06248895694682,30,"spectral",19
"1849",2.44884857765475,31,"spectral",19
"1850",2.90274260360838,32,"spectral",19
"1851",3.74653002728861,33,"spectral",19
"1852",3.77440760154701,34,"spectral",19
"1853",4.23148202681744,35,"spectral",19
"1854",4.57115652668983,36,"spectral",19
"1855",4.95661307104855,37,"spectral",19
"1856",4.98637532638357,38,"spectral",19
"1857",5.00015705675639,39,"spectral",19
"1858",5.21194809274201,40,"spectral",19
"1859",5.29546302294992,41,"spectral",19
"1860",5.55150480004712,42,"spectral",19
"1861",5.48000471170269,43,"spectral",19
"1862",5.89530203977462,44,"spectral",19
"1863",6.16920902291066,45,"spectral",19
"1864",6.23737165518189,46,"spectral",19
"1865",6.81070734436657,47,"spectral",19
"1866",7.36429314643579,48,"spectral",19
"1867",7.33892848027956,49,"spectral",19
"1868",7.34760586606985,50,"spectral",19
"1869",7.06093802147751,51,"spectral",19
"1870",6.88852896715551,52,"spectral",19
"1871",6.21141802618921,53,"spectral",19
"1872",5.56736753244204,54,"spectral",19
"1873",4.82307556393192,55,"spectral",19
"1874",4.14384435675442,56,"spectral",19
"1875",3.48071146710643,57,"spectral",19
"1876",3.04802010326482,58,"spectral",19
"1877",3.15324813004299,59,"spectral",19
"1878",3.63973143294658,60,"spectral",19
"1879",3.79011327718554,61,"spectral",19
"1880",4.26014488485777,62,"spectral",19
"1881",4.65015607515166,63,"spectral",19
"1882",5.26428725680743,64,"spectral",19
"1883",5.91151814987141,65,"spectral",19
"1884",6.35771639476216,66,"spectral",19
"1885",6.83779963484304,67,"spectral",19
"1886",6.94919213930934,68,"spectral",19
"1887",6.98798515813652,69,"spectral",19
"1888",6.97773720478238,70,"spectral",19
"1889",7.32400808842295,71,"spectral",19
"1890",6.89492902997821,72,"spectral",19
"1891",6.61450419145219,73,"spectral",19
"1892",6.8661091151815,74,"spectral",19
"1893",6.15896106955651,75,"spectral",19
"1894",6.46581070734437,76,"spectral",19
"1895",6.33541433535544,77,"spectral",19
"1896",6.13104423110902,78,"spectral",19
"1897",6.15970708914934,79,"spectral",19
"1898",5.79466792312072,80,"spectral",19
"1899",5.71441192060781,81,"spectral",19
"1900",5.41376602469717,82,"spectral",19
"1901",5.02132045467931,83,"spectral",19
"1902",4.80952941869368,84,"spectral",19
"1903",4.63515715491686,85,"spectral",19
"1904",4.30812572393349,86,"spectral",19
"1905",4.16822741818325,87,"spectral",19
"1906",4.1761980485698,88,"spectral",19
"1907",4.44594302766162,89,"spectral",19
"1908",4.48878025796572,90,"spectral",19
"1909",4.39851188723325,91,"spectral",19
"1910",4.41798692502503,92,"spectral",19
"1911",4.39988613385162,93,"spectral",19
"1912",4.35496790152541,94,"spectral",19
"1913",4.20768792822506,95,"spectral",19
"1914",4.1130612325029,96,"spectral",19
"1915",4.32339949349196,97,"spectral",19
"1916",4.40212419263011,98,"spectral",19
"1917",4.42772444392092,99,"spectral",19
"1918",5.11319865716473,100,"spectral",19
"1919",5.44549148948701,101,"spectral",19
"1920",4.46941433458352,1,"spectral",20
"1921",4.50637596340106,2,"spectral",20
"1922",4.69372295264394,3,"spectral",20
"1923",4.8719696657462,4,"spectral",20
"1924",4.59220211845196,5,"spectral",20
"1925",4.07991592136174,6,"spectral",20
"1926",3.86457569138194,7,"spectral",20
"1927",3.5177760375881,8,"spectral",20
"1928",3.14759922515765,9,"spectral",20
"1929",2.24433087417055,10,"spectral",20
"1930",2.03070518897086,11,"spectral",20
"1931",1.35840580307464,12,"spectral",20
"1932",1.24036598936653,13,"spectral",20
"1933",1,14,"spectral",20
"1934",1.12595309730866,15,"spectral",20
"1935",1.33796315377323,16,"spectral",20
"1936",1.83320281910728,17,"spectral",20
"1937",2.54820096443144,18,"spectral",20
"1938",3.37724930964844,19,"spectral",20
"1939",4.25700861393892,20,"spectral",20
"1940",4.95360837489181,21,"spectral",20
"1941",5.82502575938672,22,"spectral",20
"1942",6.4749701191114,23,"spectral",20
"1943",7.19118822899064,24,"spectral",20
"1944",7.32521946997486,25,"spectral",20
"1945",7.3636318674525,26,"spectral",20
"1946",7.63700284383629,27,"spectral",20
"1947",7.52562337715864,28,"spectral",20
"1948",7.239953839179,29,"spectral",20
"1949",6.91682809215678,30,"spectral",20
"1950",6.48594980010716,31,"spectral",20
"1951",6.16206569673989,32,"spectral",20
"1952",5.80913324815563,33,"spectral",20
"1953",5.54897745538474,34,"spectral",20
"1954",5.40736924535301,35,"spectral",20
"1955",5.04713679264724,36,"spectral",20
"1956",5.16130239459259,37,"spectral",20
"1957",5.17497259201253,38,"spectral",20
"1958",5.16484029180233,39,"spectral",20
"1959",4.92568107818489,40,"spectral",20
"1960",5.04637513910069,41,"spectral",20
"1961",5.04288340271195,42,"spectral",20
"1962",5.12234925606891,43,"spectral",20
"1963",5.03021885174958,44,"spectral",20
"1964",4.97715039360343,45,"spectral",20
"1965",5.21182541318056,46,"spectral",20
"1966",5.1410872521947,47,"spectral",20
"1967",4.97289700366814,48,"spectral",20
"1968",4.51155256975642,49,"spectral",20
"1969",4.32727197790875,50,"spectral",20
"1970",3.97925235955982,51,"spectral",20
"1971",3.71798211268186,52,"spectral",20
"1972",3.48965090879116,53,"spectral",20
"1973",3.86431191526192,54,"spectral",20
"1974",4.10471087664345,55,"spectral",20
"1975",4.66576268392202,56,"spectral",20
"1976",5.34374842352553,57,"spectral",20
"1977",6.13766640563821,58,"spectral",20
"1978",6.71797386967811,59,"spectral",20
"1979",7.43719243292256,60,"spectral",20
"1980",7.50438939949718,61,"spectral",20
"1981",7.69371470964019,62,"spectral",20
"1982",7.59859044635865,63,"spectral",20
"1983",6.94050199892841,64,"spectral",20
"1984",6.2450892305156,65,"spectral",20
"1985",5.47641594196925,66,"spectral",20
"1986",4.75350121584305,67,"spectral",20
"1987",3.95617194905824,68,"spectral",20
"1988",3.26870543626097,69,"spectral",20
"1989",2.69792688455673,70,"spectral",20
"1990",2.14393108848865,71,"spectral",20
"1991",2.17248485348061,72,"spectral",20
"1992",1.84935910645839,73,"spectral",20
"1993",1.90870873346247,74,"spectral",20
"1994",1.87639615876025,75,"spectral",20
"1995",1.78967975930429,76,"spectral",20
"1996",2.17871656431604,77,"spectral",20
"1997",2.31874871203066,78,"spectral",20
"1998",2.80647075794419,79,"spectral",20
"1999",3.43940155792771,80,"spectral",20
"2000",4.30610394427729,81,"spectral",20
"2001",5.19456126612538,82,"spectral",20
"2002",5.90241107859704,83,"spectral",20
"2003",6.84382805094176,84,"spectral",20
"2004",7.22056629435766,85,"spectral",20
"2005",7.72797263322755,86,"spectral",20
"2006",7.89276676420888,87,"spectral",20
"2007",7.79820302518238,88,"spectral",20
"2008",7.79958784981247,89,"spectral",20
"2009",7.79866463339241,90,"spectral",20
"2010",7.86421299921691,91,"spectral",20
"2011",8.2130239459259,92,"spectral",20
"2012",8.13072579648024,93,"spectral",20
"2013",8.27464864196513,94,"spectral",20
"2014",8.85195565263982,95,"spectral",20
"2015",8.75831513003338,96,"spectral",20
"2016",9,97,"spectral",20
"2017",8.88822486914232,98,"spectral",20
"2018",8.80282735028644,99,"spectral",20
"2019",8.49450603800025,100,"spectral",20
"2020",8.06692494745085,101,"spectral",20
"2021",4.94413562083844,1,"spectral",21
"2022",4.54930954469976,2,"spectral",21
"2023",4.09761892620466,3,"spectral",21
"2024",3.61437862436439,4,"spectral",21
"2025",3.13669987101949,5,"spectral",21
"2026",2.70830296217251,6,"spectral",21
"2027",2.37138000200533,7,"spectral",21
"2028",2.15783988897782,8,"spectral",21
"2029",2.08275950111906,9,"spectral",21
"2030",2.14222501667396,10,"spectral",21
"2031",2.31629325532999,11,"spectral",21
"2032",2.57604419270937,12,"spectral",21
"2033",2.89247118551608,13,"spectral",21
"2034",3.24448419571901,14,"spectral",21
"2035",3.623563648724,15,"spectral",21
"2036",4.0336469832198,16,"spectral",21
"2037",4.48619849489734,17,"spectral",21
"2038",4.99204982247492,18,"spectral",21
"2039",5.55284830889076,19,"spectral",21
"2040",6.15537935781799,20,"spectral",21
"2041",6.77109115350474,21,"spectral",21
"2042",7.36126214737991,22,"spectral",21
"2043",7.8861090948409,23,"spectral",21
"2044",8.31460957302869,24,"spectral",21
"2045",8.63161740393842,25,"spectral",21
"2046",8.83972534994144,26,"spectral",21
"2047",8.95527689256556,27,"spectral",21
"2048",9,28,"spectral",21
"2049",8.99142473516058,29,"spectral",21
"2050",8.93560036193119,30,"spectral",21
"2051",8.82457399182048,31,"spectral",21
"2052",8.63904032478299,32,"spectral",21
"2053",8.35471120635115,33,"spectral",21
"2054",7.95001411361306,34,"spectral",21
"2055",7.41292709439642,35,"spectral",21
"2056",6.74568809222583,36,"spectral",21
"2057",5.96695696957557,37,"spectral",21
"2058",5.11158177778287,38,"spectral",21
"2059",4.22808915151027,39,"spectral",21
"2060",3.37398514098438,40,"spectral",21
"2061",2.60904548594016,41,"spectral",21
"2062",1.98737314207542,42,"spectral",21
"2063",1.54971544192532,43,"spectral",21
"2064",1.31785899946353,44,"spectral",21
"2065",1.2924949479704,45,"spectral",21
"2066",1.45479903336699,46,"spectral",21
"2067",1.77077479327133,47,"spectral",21
"2068",2.19681266896492,48,"spectral",21
"2069",2.68515860035046,49,"spectral",21
"2070",3.18876192741549,50,"spectral",21
"2071",3.66558320032159,51,"spectral",21
"2072",4.0824423117184,52,"spectral",21
"2073",4.41800392662037,53,"spectral",21
"2074",4.66401311099484,54,"spectral",21
"2075",4.82404722361523,55,"spectral",21
"2076",4.90981044205929,56,"spectral",21
"2077",4.93596306662428,57,"spectral",21
"2078",4.91506412332761,58,"spectral",21
"2079",4.85405702614835,59,"spectral",21
"2080",4.7530130065268,60,"spectral",21
"2081",4.60602528001392,61,"spectral",21
"2082",4.40366219824781,62,"spectral",21
"2083",4.13640472690673,63,"spectral",21
"2084",3.79868019997915,64,"spectral",21
"2085",3.39309227904922,65,"spectral",21
"2086",2.93396721146771,66,"spectral",21
"2087",2.44880198577129,67,"spectral",21
"2088",1.97628115719974,68,"spectral",21
"2089",1.56049057540139,69,"spectral",21
"2090",1.24247846074543,70,"spectral",21
"2091",1.05168540531553,71,"spectral",21
"2092",1,72,"spectral",21
"2093",1.08048004650665,73,"spectral",21
"2094",1.27109368778194,74,"spectral",21
"2095",1.54227491985125,75,"spectral",21
"2096",1.86585359112761,76,"spectral",21
"2097",2.22264456165869,77,"spectral",21
"2098",2.6063710763667,78,"spectral",21
"2099",3.0226998293491,79,"spectral",21
"2100",3.48360756729716,80,"spectral",21
"2101",3.99894021478127,81,"spectral",21
"2102",4.56812266020104,82,"spectral",21
"2103",5.17523777028139,83,"spectral",21
"2104",5.78951814322734,84,"spectral",21
"2105",6.37136515331612,85,"spectral",21
"2106",6.88181353352368,86,"spectral",21
"2107",7.29213422952699,87,"spectral",21
"2108",7.59019510427863,88,"spectral",21
"2109",7.78132997903506,89,"spectral",21
"2110",7.88345055709737,90,"spectral",21
"2111",7.91822948198464,91,"spectral",21
"2112",7.90166535874979,92,"spectral",21
"2113",7.83748336535872,93,"spectral",21
"2114",7.71550783141349,94,"spectral",21
"2115",7.51508321700579,95,"spectral",21
"2116",7.21183876072227,96,"spectral",21
"2117",6.78537870253477,97,"spectral",21
"2118",6.2258158120789,98,"spectral",21
"2119",5.53806718806313,99,"spectral",21
"2120",4.74359978727592,100,"spectral",21
"2121",3.87978511435351,101,"spectral",21
"2122",1.96004720551995,1,"spectral",22
"2123",1.82793501806587,2,"spectral",22
"2124",2.07488653426966,3,"spectral",22
"2125",2.71536252277274,4,"spectral",22
"2126",3.60846294765998,5,"spectral",22
"2127",4.50397002544207,6,"spectral",22
"2128",5.15753150374006,7,"spectral",22
"2129",5.45781836803046,8,"spectral",22
"2130",5.44117687519743,9,"spectral",22
"2131",5.18725141077915,10,"spectral",22
"2132",4.7338927342707,11,"spectral",22
"2133",4.09046844208534,12,"spectral",22
"2134",3.29566107855709,13,"spectral",22
"2135",2.44631806049034,14,"spectral",22
"2136",1.68472423806696,15,"spectral",22
"2137",1.16452022022898,16,"spectral",22
"2138",1,17,"spectral",22
"2139",1.22420993303515,18,"spectral",22
"2140",1.79641149222598,19,"spectral",22
"2141",2.63398930258062,20,"spectral",22
"2142",3.62207038419069,21,"spectral",22
"2143",4.608613063245,22,"spectral",22
"2144",5.41249033736679,23,"spectral",22
"2145",5.86737179662167,24,"spectral",22
"2146",5.90762546403539,25,"spectral",22
"2147",5.62776872184428,26,"spectral",22
"2148",5.22323603098998,27,"spectral",22
"2149",4.84870047533478,28,"spectral",22
"2150",4.5318591946286,29,"spectral",22
"2151",4.20701356701594,30,"spectral",22
"2152",3.81928150279343,31,"spectral",22
"2153",3.41836053364905,32,"spectral",22
"2154",3.16731332014057,33,"spectral",22
"2155",3.24584215938072,34,"spectral",22
"2156",3.73118762094163,35,"spectral",22
"2157",4.54519113978561,36,"spectral",22
"2158",5.47304495591476,37,"spectral",22
"2159",6.25046520483932,38,"spectral",22
"2160",6.70019073917059,39,"spectral",22
"2161",6.80529816138274,40,"spectral",22
"2162",6.64231927956492,41,"spectral",22
"2163",6.27040665329555,42,"spectral",22
"2164",5.70421167968331,43,"spectral",22
"2165",4.96400879816915,44,"spectral",22
"2166",4.12206430648872,45,"spectral",22
"2167",3.30499356639768,46,"spectral",22
"2168",2.66695294669921,47,"spectral",22
"2169",2.34536627451292,48,"spectral",22
"2170",2.40937117509652,49,"spectral",22
"2171",2.84502954406516,50,"spectral",22
"2172",3.58423085292041,51,"spectral",22
"2173",4.52598863087512,52,"spectral",22
"2174",5.5339899807807,53,"spectral",22
"2175",6.43648027896319,54,"spectral",22
"2176",7.0524498878439,55,"spectral",22
"2177",7.26306378598601,56,"spectral",22
"2178",7.09548771140198,57,"spectral",22
"2179",6.71848909069371,58,"spectral",22
"2180",6.32032757646331,59,"spectral",22
"2181",5.98409368547025,60,"spectral",22
"2182",5.67248350422819,61,"spectral",22
"2183",5.31231232518348,62,"spectral",22
"2184",4.9023673684634,63,"spectral",22
"2185",4.56506343419032,64,"spectral",22
"2186",4.48913100470316,65,"spectral",22
"2187",4.80559874507913,66,"spectral",22
"2188",5.50231825722527,67,"spectral",22
"2189",6.41495542007701,68,"spectral",22
"2190",7.28452316668241,69,"spectral",22
"2191",7.88175655012001,70,"spectral",22
"2192",8.12342392075984,71,"spectral",22
"2193",8.06190848957606,72,"spectral",22
"2194",7.77322233016927,73,"spectral",22
"2195",7.28714781064247,74,"spectral",22
"2196",6.61406857946295,75,"spectral",22
"2197",5.8017630666236,76,"spectral",22
"2198",4.95640433758736,77,"spectral",22
"2199",4.22501364379979,78,"spectral",22
"2200",3.75851845460028,79,"spectral",22
"2201",3.65944500436171,80,"spectral",22
"2202",3.94650176218377,81,"spectral",22
"2203",4.56994358033394,82,"spectral",22
"2204",5.44182536421183,83,"spectral",22
"2205",6.44130532732705,84,"spectral",22
"2206",7.41020977064064,85,"spectral",22
"2207",8.16550797219112,86,"spectral",22
"2208",8.55116024815214,87,"spectral",22
"2209",8.52674464815674,88,"spectral",22
"2210",8.21154178533253,89,"spectral",22
"2211",7.80426911966473,90,"spectral",22
"2212",7.4410494539201,91,"spectral",22
"2213",7.12860848141304,92,"spectral",22
"2214",6.79506411212815,93,"spectral",22
"2215",6.39802475183277,94,"spectral",22
"2216",6.00880464534838,95,"spectral",22
"2217",5.80214173247068,96,"spectral",22
"2218",5.94769083362536,97,"spectral",22
"2219",6.49805429495734,98,"spectral",22
"2220",7.34907145386852,99,"spectral",22
"2221",8.2694854412448,100,"spectral",22
"2222",9,101,"spectral",22
"2223",6.45498399816926,1,"spectral",23
"2224",7.06996641441311,2,"spectral",23
"2225",7.76719408606688,3,"spectral",23
"2226",8.42449713992506,4,"spectral",23
"2227",8.88704881855277,5,"spectral",23
"2228",9,6,"spectral",23
"2229",8.65012474123203,7,"spectral",23
"2230",7.80284902085304,8,"spectral",23
"2231",6.52308256357777,9,"spectral",23
"2232",4.97511224520103,10,"spectral",23
"2233",3.40011037898514,11,"spectral",23
"2234",2.07028620938002,12,"spectral",23
"2235",1.22420223778935,13,"spectral",23
"2236",1,14,"spectral",23
"2237",1.39282612874231,15,"spectral",23
"2238",2.25871502630582,16,"spectral",23
"2239",3.36835906740311,17,"spectral",23
"2240",4.49000052172459,18,"spectral",23
"2241",5.46453238075298,19,"spectral",23
"2242",6.23800222266682,20,"spectral",23
"2243",6.83860060492515,21,"spectral",23
"2244",7.31641163282353,22,"spectral",23
"2245",7.68540115730708,23,"spectral",23
"2246",7.90287788023416,24,"spectral",23
"2247",7.89411603093461,25,"spectral",23
"2248",7.59985631084138,26,"spectral",23
"2249",7.01424618640668,27,"spectral",23
"2250",6.19437023440867,28,"spectral",23
"2251",5.24380348817761,29,"spectral",23
"2252",4.2838780812878,30,"spectral",23
"2253",3.42462668562971,31,"spectral",23
"2254",2.7418226508016,32,"spectral",23
"2255",2.26421709901049,33,"spectral",23
"2256",1.97442270610782,34,"spectral",23
"2257",1.82368848773376,35,"spectral",23
"2258",1.75531994053515,36,"spectral",23
"2259",1.72762857651838,37,"spectral",23
"2260",1.7277364034501,38,"spectral",23
"2261",1.77177419585886,39,"spectral",23
"2262",1.89272245473813,40,"spectral",23
"2263",2.12188896055778,41,"spectral",23
"2264",2.4717590998777,42,"spectral",23
"2265",2.92630065554249,43,"spectral",23
"2266",3.4413742899678,44,"spectral",23
"2267",3.95481372589348,45,"spectral",23
"2268",4.40342943205639,46,"spectral",23
"2269",4.74190414547763,47,"spectral",23
"2270",4.95674225493593,48,"spectral",23
"2271",5.06919979819583,49,"spectral",23
"2272",5.1256318360705,50,"spectral",23
"2273",5.17989200991385,51,"spectral",23
"2274",5.27593068975888,52,"spectral",23
"2275",5.4368687433141,53,"spectral",23
"2276",5.66144448536036,54,"spectral",23
"2277",5.92493966726767,55,"spectral",23
"2278",6.182535440482,56,"spectral",23
"2279",6.37621036952419,57,"spectral",23
"2280",6.44690104366822,58,"spectral",23
"2281",6.35031734490066,59,"spectral",23
"2282",6.07124215428962,60,"spectral",23
"2283",5.63128100224715,61,"spectral",23
"2284",5.08805692830754,62,"spectral",23
"2285",4.52613513325398,63,"spectral",23
"2286",4.04044197232588,64,"spectral",23
